18	14340652	14341521	1	1	1	0	1	4
18	15057382	15066528	2	2	1	0	1	1
21	6448566	6449822	2	2	1	0	1	13
21	6486456	6487106	2	2	1	0	1	3
21	6562324	6563754	1	1	1	0	1	19
21	9809182	9809672	2	4	1	1	0	9
21	10524689	10527354	1	1	1	1	0	10
21	10602151	10603561	1	1	1	1	0	2
21	13305222	13314407	1	1	1	0	1	1
21	13399436	13405180	2	2	1	0	1	1
21	13844136	13845004	2	2	1	0	1	4
21	13943863	13945038	2	2	1	1	0	6
21	14068752	14068913	1	1	1	1	0	26
21	16537440	16606993	1	1	1	1	0	16
21	17793582	17795207	2	2	1	1	0	14
21	18270125	18275196	2	2	1	1	0	23
21	22114899	22114977	1	1	1	1	0	6
21	25055585	25061625	1	1	1	1	0	1
21	25706087	25709433	1	1	1	1	0	16
21	25709450	25712339	1	1	1	1	0	2
21	25725351	25729630	2	2	1	1	0	17
21	28013433	28022696	1	1	1	0	1	1
21	31667376	31668470	1	1	1	10	0	24
21	32270530	32274829	2	2	1	1	0	3
21	32299078	32306639	1	1	1	1	0	23
21	32457721	32467695	1	1	1	1	0	13
21	32744914	32745573	2	2	1	1	0	19
21	33467123	33468786	2	2	1	1	0	25
21	33640189	33641178	2	2	1	1	0	22
21	34180794	34188767	1	1	1	1	0	14
21	36292234	36293319	1	1	1	1	0	22
21	37490462	37493016	1	1	1	1	0	3
21	39393281	39396865	1	1	1	1	0	29
21	39511810	39515087	1	1	1	1	0	4
21	41798744	41800183	2	2	1	1	0	27
21	42346547	42347485	2	2	1	1	0	8
21	42372780	42375715	2	2	1	1	0	30
21	43056888	43058144	2	2	1	0	1	13
21	43094789	43095437	2	2	1	0	1	3
21	43170640	43172070	1	1	1	0	1	19
21	43753720	43755697	1	1	1	1	0	15
21	44324656	44324855	1	1	1	1	0	11
21	44439169	44440788	1	1	1	1	0	27
21	44856365	44861162	2	2	1	1	0	16
21	44901734	44906914	2	2	1	1	0	24
21	44973266	44976679	1	1	1	0	2	26
21	45278170	45282348	2	2	1	1	0	6
21	45509602	45510063	1	1	1	1	0	6
21	45982764	45984268	1	1	1	1	0	24
21	46137074	46137238	2	2	1	1	0	22
21	46161706	46161915	2	2	1	1	0	25
21	46302577	46311455	2	2	1	1	0	12
21	46644489	46648457	1	1	1	1	0	25
21	46660963	46661799	1	1	1	1	0	7
X	154399595	154399802	1	1	1	0	1	10
