21	5026631	5027934	1	1	1	0	1	11
21	5032218	5033407	1	1	1	0	1	11
21	5131456	5133425	2	2	1	0	1	11
21	5707158	5709153	2	2	1	1	0	11
21	6120719	6121143	1	1	1	0	1	5
21	6484917	6486137	2	2	1	0	1	9
21	6486456	6487106	2	2	1	0	1	9
21	10596088	10598014	1	1	1	1	0	8
21	10602151	10603561	1	1	1	2	0	9
21	14109081	14144622	2	2	1	1	1	9
21	18270125	18275196	2	2	1	1	0	12
21	20257347	20258551	2	2	1	1	0	8
21	25588883	25592811	2	2	1	0	1	1
21	25599867	25601367	2	2	1	2	0	7
21	25725351	25729630	2	2	1	0	1	6
21	25764788	25769003	1	1	1	0	1	2
21	27743505	27745817	1	1	1	1	0	8
21	28879954	28882159	2	2	1	1	0	8
21	28967180	28967601	2	2	1	1	0	9
21	29008308	29008394	2	2	1	1	0	9
21	29008622	29019210	2	2	1	1	0	11
21	29024778	29027872	1	1	1	1	0	10
21	29027975	29030594	1	1	1	1	0	6
21	29030774	29034836	1	1	1	1	1	3
21	29036375	29037275	1	1	1	1	0	1
21	29056553	29060540	2	2	1	1	0	7
21	29060661	29061252	2	2	1	1	0	9
21	29061418	29061495	2	2	1	0	1	8
21	29351814	29352578	1	1	1	1	0	8
21	29352664	29361030	1	1	1	0	1	1
21	29555303	29561623	2	2	1	1	0	10
21	31666519	31667257	1	1	1	1	0	5
21	31667376	31668470	1	1	1	1	0	12
21	32269804	32270406	2	2	1	1	0	5
21	32270530	32274829	2	2	1	0	1	1
21	32572596	32573283	2	2	1	1	0	7
21	32573369	32574095	2	2	1	0	1	2
21	32576924	32578693	2	2	1	1	0	2
21	32578832	32582199	2	2	1	0	1	1
21	32603293	32604124	2	2	1	2	0	7
21	32743315	32743677	2	2	1	1	0	5
21	32744914	32745573	2	2	1	1	0	2
21	32745719	32748498	2	2	1	1	0	5
21	33252831	33260596	1	1	1	0	1	1
21	33252831	33262792	1	1	1	0	1	1
21	33265903	33266062	2	2	1	1	1	11
21	33436993	33439213	2	2	1	1	0	12
21	33460506	33465341	2	2	1	0	1	2
21	33509921	33511251	2	2	1	1	1	6
21	33517142	33517356	2	2	1	1	0	8
21	33521016	33522187	2	2	1	2	0	11
21	33522283	33524768	2	2	1	2	0	6
21	33543170	33546212	1	1	1	1	0	4
21	33546380	33549475	1	1	1	2	0	5
21	33589806	33591161	2	2	1	0	2	7
21	33589922	33591161	2	2	1	0	2	7
21	33589922	33602233	2	2	1	0	1	1
21	33595837	33597279	2	2	1	2	0	12
21	33903640	33903934	2	2	1	1	1	10
21	33904022	33907340	2	2	1	1	0	4
21	34125481	34142407	1	1	1	1	0	7
21	34708070	34708699	1	1	1	1	0	9
21	34856448	34859473	2	2	1	1	0	12
21	34859579	34880556	2	2	1	0	4	3
21	34880714	34886842	2	2	1	1	0	9
21	35372794	35461960	2	2	1	2	0	6
21	35462026	35580659	2	2	1	1	0	10
21	36048397	36053582	2	2	1	0	1	2
21	36057205	36058815	2	2	1	1	1	2
21	36415390	36416274	1	1	1	0	1	3
21	36754418	36756541	2	2	1	1	1	5
21	37065713	37067261	2	2	1	1	0	1
21	37147604	37148545	1	1	1	0	1	4
21	37156907	37159698	1	1	1	0	1	2
21	37159746	37160801	1	1	1	1	0	9
21	37160859	37161989	1	1	1	0	1	3
21	37164216	37165549	1	1	1	0	1	12
21	37166616	37167554	1	1	1	0	1	9
21	37192214	37195674	1	1	1	1	0	7
21	37196037	37197569	1	1	1	0	1	4
21	37227807	37228222	2	2	1	1	0	9
21	37232452	37233361	2	2	1	1	0	9
21	37490462	37493016	1	1	1	2	0	11
21	38122412	38154432	1	1	1	0	1	1
21	39175665	39177434	2	2	1	0	1	3
21	39177572	39178448	2	2	1	1	0	12
21	39393281	39405913	1	1	1	0	1	1
21	39867511	39898475	1	1	1	0	1	5
21	39883633	39898475	1	1	1	0	1	5
21	40013387	40042370	2	2	1	1	0	5
21	41346408	41347012	1	1	1	1	0	3
21	41348725	41357107	1	1	1	0	1	1
21	41467887	41468395	2	2	1	1	0	6
21	41470744	41471805	2	2	1	1	0	9
21	41798497	41798582	2	2	1	0	1	1
21	41804615	41810153	2	2	1	0	1	1
21	41836208	41836467	2	2	1	1	0	12
21	41836650	41837933	2	2	1	1	0	7
21	42312270	42313484	2	2	1	0	1	3
21	42313632	42315292	2	2	1	1	0	2
21	42347633	42349880	2	2	1	1	1	8
21	42362496	42363254	2	2	1	1	0	9
21	42363408	42366410	2	2	1	1	0	6
21	42382235	42383032	2	2	1	1	0	12
21	42383199	42383969	2	2	1	2	0	7
21	42384014	42385408	2	2	1	1	0	4
21	42437597	42442451	1	1	1	0	1	6
21	42765495	42768187	1	1	1	1	0	4
21	42769156	42770702	1	1	1	0	1	2
21	42859723	42862281	2	2	1	1	0	4
21	42862395	42863439	2	2	1	1	0	4
21	42893382	42896926	1	1	1	1	0	10
21	42964815	42965102	2	2	1	1	0	4
21	43024948	43028701	1	1	1	0	1	1
21	43093250	43094470	2	2	1	0	1	9
21	43094789	43095437	2	2	1	0	1	9
21	43417118	43417542	2	2	1	0	1	5
21	43690441	43691438	1	1	1	1	0	12
21	43746126	43748994	1	1	1	1	0	3
21	43750546	43752517	1	1	1	1	0	12
21	43774331	43774657	2	2	1	1	0	7
21	43774760	43776203	2	2	1	1	0	5
21	43970807	43971387	1	1	1	0	1	1
21	43971491	43978045	1	1	1	1	1	9
21	43978122	43980988	1	1	1	1	0	7
21	43981188	43982303	1	1	1	0	1	3
21	44128627	44130596	1	1	1	0	1	11
21	44230090	44231279	2	2	1	0	1	11
21	44235563	44236866	2	2	1	0	1	11
21	44294504	44296382	1	1	1	1	0	12
21	44330327	44330822	2	2	1	1	0	6
21	44332015	44333032	2	2	1	1	0	1
21	44333263	44335757	2	2	1	1	0	6
21	44335805	44337648	2	2	1	2	0	7
21	44337668	44339117	2	2	1	0	1	1
21	44771490	44773546	2	2	1	1	0	11
21	44773688	44777298	2	2	1	1	0	10
21	44777418	44787919	2	2	1	1	0	11
21	44787966	44788059	2	2	1	1	0	10
21	44807041	44809046	2	2	1	1	0	2
21	44809119	44813975	2	2	1	1	0	7
21	44886431	44886735	2	2	1	1	0	1
21	44908183	44910283	2	2	1	1	1	8
21	44909492	44910283	2	2	1	0	1	1
21	44910373	44910724	2	2	1	1	0	2
21	44943793	44960099	1	1	1	0	2	4
21	44943838	44960099	1	1	1	1	1	5
21	44960169	44967033	1	1	1	0	1	11
21	45510262	45511110	1	1	1	1	0	5
21	45511227	45512187	1	1	1	1	0	3
21	45982764	45984268	1	1	1	3	4	12
